_id,author,cover_image_url,id,introduction,keywords,misc_metadata.丛编项,misc_metadata.出版发行项,misc_metadata.善本书号,misc_metadata.四部分类号,misc_metadata.版本书目史注,misc_metadata.版本项,misc_metadata.现有藏本附注,misc_metadata.责任者,name,of_category_name,of_collection_name,volumes
615ee68af181f6f81b3b6daf,(明)袁宗道  ,http://202.106.125.217/img3/img892/20190822103013/290100123_0001.jpg,290100123,,[],,存二卷  2冊  綫裝，金鑲玉,,集部/別集,,明刻本,雲南省圖書館藏,(明)袁宗道,新鐫玉蟠袁會元集二卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68cf181f6f81b3b705e""},""id"":""299342"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100123/0001/290100123_0001.pdf"",""toc"":[[null,""新鐫玉蟠袁會元集 序""],[null,""新鐫玉蟠袁會元集 目錄""]],""index_in_book"":0,""of_book_id"":""290100123"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68cf181f6f81b3b7088""},""id"":""299343"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100123/0002/290100123_0002.pdf"",""toc"":[],""index_in_book"":1,""of_book_id"":""290100123"",""of_collection_name"":""data_892""}]"
615ee68af181f6f81b3b6db9,(清)趙河  ,http://202.106.125.217/img3/img892/20190822103013/290100157_0001.jpg,290100157,,[],,存三卷  2冊  綫裝，金鑲玉,,集部/別集,,清乾隆八年刻本,雲南省圖書館藏,(清)趙河,待焚草三卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68cf181f6f81b3b7073""},""id"":""299517"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100157/0001/290100157_0001.pdf"",""toc"":[[null,""待焚草 書""],[null,""待焚草 序""],[null,""待焚草 目錄""],[null,""待焚草 卷一 五言古詩""]],""index_in_book"":0,""of_book_id"":""290100157"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6ed7""},""id"":""299518"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100157/0002/290100157_0002.pdf"",""toc"":[[null,""待焚草 卷二 七言律詩""],[null,""待焚草 卷三 五言絕句""]],""index_in_book"":1,""of_book_id"":""290100157"",""of_collection_name"":""data_892""}]"
615ee68af181f6f81b3b6dc5,(清)陸隴其  ,http://202.106.125.217/img3/img892/20190822103013/290100154_0001.jpg,290100154,,[],,外集六卷 附錄一卷  5冊  綫裝,,集部/別集,九行二十字白口左右雙邊,清康熙四十年刻本,雲南省圖書館藏,(清)陸隴其,三魚堂文集十二卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68bf181f6f81b3b6e57""},""id"":""299495"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100154/0001/290100154_0001.pdf"",""toc"":[[null,""三魚堂文集""],[null,""三魚堂文集 序""],[null,""三魚堂文集 目錄""],[null,""三魚堂文集 卷一 雜著""],[null,""三魚堂文集 卷二 雜著""],[null,""三魚堂文集 卷三 雜著""]],""index_in_book"":0,""of_book_id"":""290100154"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6e3b""},""id"":""299496"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100154/0002/290100154_0002.pdf"",""toc"":[[null,""三魚堂文集 卷五 書""],[null,""三魚堂文集 卷六 尺牘""]],""index_in_book"":1,""of_book_id"":""290100154"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6e4d""},""id"":""299497"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100154/0003/290100154_0003.pdf"",""toc"":[[null,""三魚堂文集 卷八 序""],[null,""三魚堂文集 卷九 序""],[null,""三魚堂文集 卷十 記""],[null,""三魚堂文集 卷十一 墓表 墓誌銘 壙記 傳""]],""index_in_book"":2,""of_book_id"":""290100154"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6e9c""},""id"":""299498"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100154/0004/290100154_0004.pdf"",""toc"":[[null,""三魚堂外集""],[null,""三魚堂外集 目錄""],[null,""三魚堂外集 卷一 奏疏 議 條陳""],[null,""三魚堂外集 卷二 表 策""],[null,""三魚堂外集 卷三 策""],[null,""三魚堂外集 卷四 策""]],""index_in_book"":3,""of_book_id"":""290100154"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6ecb""},""id"":""299499"",""name"":""第5册"",""file_path"":null,""toc"":[[null,""三魚堂外集 卷五 申請 公移""],[null,""三魚堂外集 卷六 詩""],[null,""三魚堂附錄""],[null,""三魚堂外集 附錄 奏疏""]],""index_in_book"":4,""of_book_id"":""290100154"",""of_collection_name"":""data_892""}]"
615ee68af181f6f81b3b6dd4,(清)吳銘道  ,http://202.106.125.217/img3/img892/20190822103013/290100150_0001.jpg,290100150,,[],,1冊  綫裝，金鑲玉,,集部/別集,,清康熙四十三年刻本,雲南省圖書館藏,(清)吳銘道,滇海集一卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68bf181f6f81b3b6e91""},""id"":""299488"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100150/0001/290100150_0001.pdf"",""toc"":[],""index_in_book"":0,""of_book_id"":""290100150"",""of_collection_name"":""data_892""}]"
615ee68af181f6f81b3b6de0,(清)孫璚  ,http://202.106.125.217/img3/img892/20190822103013/290100129_0001.jpg,290100129,,[],,1冊  綫裝，金鑲玉,,集部/別集,,清鈔本,雲南省圖書館藏,(清)孫璚,紅葉樓蜀遊記一卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68bf181f6f81b3b6e7e""},""id"":""299387"",""name"":""第1册"",""file_path"":null,""toc"":[],""index_in_book"":0,""of_book_id"":""290100129"",""of_collection_name"":""data_892""}]"
615ee68af181f6f81b3b6dec,(清)王士禎 惠棟  ,http://202.106.125.217/img3/img892/20190822103013/290100138_0001.jpg,290100138,,[],,存二十卷 總目二卷 自撰年譜二卷 金氏精華錄箋註辯訛一卷  12冊  綫裝,,集部/別集,,清乾隆惠氏紅豆齋刻本,雲南省圖書館藏,(清)王士禎 惠棟,漁洋山人精華錄訓纂二十卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68bf181f6f81b3b6ea6""},""id"":""299409"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0001/290100138_0001.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 序""],[null,""漁洋山人精華錄訓纂 凡例""],[null,""漁洋山人精華錄訓纂 書目""],[null,""漁洋山人精華錄訓纂 總目卷上""]],""index_in_book"":0,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6eb0""},""id"":""299410"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0002/290100138_0002.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 卷一""],[null,""漁洋山人精華錄訓纂 卷一上 古體詩一""]],""index_in_book"":1,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6eb8""},""id"":""299411"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0003/290100138_0003.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 卷二""],[null,""漁洋山人精華錄訓纂 卷二上 古體詩三""]],""index_in_book"":2,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6eea""},""id"":""299412"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0004/290100138_0004.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 卷三""],[null,""漁洋山人精華錄訓纂 卷三上 古體詩五""]],""index_in_book"":3,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6ec3""},""id"":""299413"",""name"":""第5册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0005/290100138_0005.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 卷四""],[null,""漁洋山人精華錄訓纂 卷四上 古體詩七""]],""index_in_book"":4,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68cf181f6f81b3b7069""},""id"":""299414"",""name"":""第6册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0006/290100138_0006.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 卷五""],[null,""漁洋山人精華錄訓纂 卷五上 今體詩一""]],""index_in_book"":5,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68cf181f6f81b3b7038""},""id"":""299415"",""name"":""第7册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0007/290100138_0007.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 卷六""],[null,""漁洋山人精華錄訓纂 卷六上 今體詩三""]],""index_in_book"":6,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b7024""},""id"":""299416"",""name"":""第8册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0008/290100138_0008.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 卷七""],[null,""漁洋山人精華錄訓纂 卷七上 今體詩五""]],""index_in_book"":7,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b701a""},""id"":""299417"",""name"":""第9册"",""file_path"":null,""toc"":[[null,""漁洋山人精華錄訓纂 卷八""],[null,""漁洋山人精華錄訓纂 卷八上 今體詩七""]],""index_in_book"":8,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6fd1""},""id"":""299418"",""name"":""第10册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0010/290100138_0010.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 卷九""],[null,""漁洋山人精華錄訓纂 卷九上 今體詩九""]],""index_in_book"":9,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6fc7""},""id"":""299419"",""name"":""第11册"",""file_path"":null,""toc"":[[null,""漁洋山人精華錄訓纂 卷十""],[null,""漁洋山人精華錄訓纂 卷十上 今體詩九""]],""index_in_book"":10,""of_book_id"":""290100138"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b700f""},""id"":""299420"",""name"":""第12册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100138/0012/290100138_0012.pdf"",""toc"":[[null,""漁洋山人精華錄訓纂 年譜""],[null,""漁洋山人自撰年譜卷上""],[null,""漁洋山人自撰年譜卷下""],[null,""漁洋山人精華錄訓纂 金氏精華錄箋註辯訛""]],""index_in_book"":11,""of_book_id"":""290100138"",""of_collection_name"":""data_892""}]"
615ee68af181f6f81b3b6df6,（清）唐信埰  袁嘉榖題識,http://202.106.125.217/img3/img892/20190822103013/290100180_0001.jpg,290100180,,[],,1冊  綫裝，金鑲玉,,集部/別集,,清鈔本,雲南省圖書館藏,（清）唐信埰  袁嘉榖題識,偷閒草一卷讀易吟一卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68cf181f6f81b3b704b""},""id"":""299635"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100180/0001/290100180_0001.pdf"",""toc"":[],""index_in_book"":0,""of_book_id"":""290100180"",""of_collection_name"":""data_892""}]"
615ee68af181f6f81b3b6e00,  閆旭輯,http://202.106.125.217/img3/img892/20190822103013/290100167_0001.jpg,290100167,,[],,1冊  綫裝,,史部/史評類,,清輯鈔史記題評本,雲南省圖書館藏,閆旭輯,李中溪先生史記題評鈔一卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68bf181f6f81b3b6fa0""},""id"":""299564"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100167/0001/290100167_0001.pdf"",""toc"":[],""index_in_book"":0,""of_book_id"":""290100167"",""of_collection_name"":""data_892""}]"
615ee68af181f6f81b3b6e0a,（清）嚴遂成  ,http://202.106.125.217/img3/img892/20190822103013/290100174_0001.jpg,290100174,,[],,存十七卷  6冊  綫裝，金鑲玉,,集部/別集,,清乾隆閣精刻本,雲南省圖書館藏,（清）嚴遂成,海珊詩鈔十一卷補遺兩卷明史雑詠四卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f81""},""id"":""299620"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100174/0001/290100174_0001.pdf"",""toc"":[[null,""海珊詩鈔 序""],[null,""海珊詩鈔 卷目""],[null,""海珊詩鈔 卷一 古今體詩五十七首""],[null,""海珊詩鈔 卷二 古今體詩五十四首""]],""index_in_book"":0,""of_book_id"":""290100174"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f1d""},""id"":""299621"",""name"":""第2册"",""file_path"":null,""toc"":[[null,""海珊詩鈔 卷三 古今體詩六十四首""],[null,""海珊詩鈔 卷四 古今體詩四十九首""],[null,""海珊詩鈔 卷五 古今體詩六十首""],[null,""海珊詩鈔 卷六 古今體詩六十三首""]],""index_in_book"":1,""of_book_id"":""290100174"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6ef6""},""id"":""299622"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100174/0003/290100174_0003.pdf"",""toc"":[[null,""海珊詩鈔 卷七 古今體詩七十二首""],[null,""海珊詩鈔 卷八 古今體詩六十一首""]],""index_in_book"":2,""of_book_id"":""290100174"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f27""},""id"":""299623"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100174/0004/290100174_0004.pdf"",""toc"":[[null,""海珊詩鈔 卷十 古今體詩五十五首""],[null,""海珊詩鈔 卷十一 古今體詩四十五首""],[null,""海珊詩鈔補遺 卷上 古今體詩五十一首""],[null,""海珊詩鈔補遺 卷下 七言律詩六十三首""]],""index_in_book"":3,""of_book_id"":""290100174"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f14""},""id"":""299624"",""name"":""第5册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100174/0005/290100174_0005.pdf"",""toc"":[[null,""明史雑詠 序""],[null,""明史雑詠 卷目""],[null,""明史雑詠 卷一 古詩二十六首""],[null,""明史雑詠 卷二 古今體詩五十二首""]],""index_in_book"":4,""of_book_id"":""290100174"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6ee0""},""id"":""299625"",""name"":""第6册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100174/0006/290100174_0006.pdf"",""toc"":[[null,""明史雑詠 卷三 古今體詩五十八首""],[null,""明史雑詠 卷四 古今體詩四十四首""]],""index_in_book"":5,""of_book_id"":""290100174"",""of_collection_name"":""data_892""}]"
615ee68bf181f6f81b3b6e15,（清）許湜  ,http://202.106.125.217/img3/img892/20190822103013/290100162_0001.jpg,290100162,,[],,存五卷（卷一至卷五）  2冊  綫裝，金鑲玉,,集部/別集,九行二十一字白口左右雙邊,清乾隆二十一年刻本,雲南省圖書館藏,（清）許湜,澹園詩稿十卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68bf181f6f81b3b6faa""},""id"":""299551"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100162/0001/290100162_0001.pdf"",""toc"":[[null,""澹園詩稿 序""],[null,""澹園詩稿 目錄""],[null,""澹園詩稿 卷一 五言古詩""],[null,""澹園詩稿 卷二 五言古詩""]],""index_in_book"":0,""of_book_id"":""290100162"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6fb3""},""id"":""299552"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100162/0002/290100162_0002.pdf"",""toc"":[[null,""澹園詩稿 卷三 七言古詩""],[null,""澹園詩稿 卷四 五言律詩""]],""index_in_book"":1,""of_book_id"":""290100162"",""of_collection_name"":""data_892""}]"
615ee68bf181f6f81b3b6e27,（清）韓菼  ,http://202.106.125.217/img3/img892/20190822103013/290100173_0001.jpg,290100173,,[],,存二十八卷  12冊  綫裝,,集部/別集,,清康熙四十二年原刻本,雲南省圖書館藏,（清）韓菼,有懷堂詩文稿二十八卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f96""},""id"":""299608"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0001/290100173_0001.pdf"",""toc"":[[null,""有懷堂詩稿 自序""],[null,""有懷堂詩稿 目錄""],[null,""有懷堂詩稿 卷一""],[null,""有懷堂詩稿 卷二""]],""index_in_book"":0,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f8b""},""id"":""299609"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0002/290100173_0002.pdf"",""toc"":[[null,""有懷堂詩稿 卷四""],[null,""有懷堂詩稿 卷五""]],""index_in_book"":1,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f77""},""id"":""299610"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0003/290100173_0003.pdf"",""toc"":[[null,""有懷堂文稿 自序""],[null,""有懷堂文稿 目錄""],[null,""有懷堂文稿 卷一 頌""],[null,""有懷堂文稿 卷二 序一""]],""index_in_book"":2,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f63""},""id"":""299611"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0004/290100173_0004.pdf"",""toc"":[[null,""有懷堂文稿 卷三 序二""],[null,""有懷堂文稿 卷四 序三""]],""index_in_book"":3,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f6d""},""id"":""299612"",""name"":""第5册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0005/290100173_0005.pdf"",""toc"":[[null,""有懷堂文稿 卷六 序五""],[null,""有懷堂文稿 卷七 論""]],""index_in_book"":4,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f3c""},""id"":""299613"",""name"":""第6册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0006/290100173_0006.pdf"",""toc"":[[null,""有懷堂文稿 卷九 制草一""],[null,""有懷堂文稿 卷十 制草二""]],""index_in_book"":5,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f57""},""id"":""299614"",""name"":""第7册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0007/290100173_0007.pdf"",""toc"":[[null,""有懷堂文稿 卷十二 策問""],[null,""有懷堂文稿 卷十三 傳""]],""index_in_book"":6,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f31""},""id"":""299615"",""name"":""第8册"",""file_path"":null,""toc"":[[null,""有懷堂文稿 卷十四 碑""],[null,""有懷堂文稿 卷十五 墓誌銘一""]],""index_in_book"":7,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f4f""},""id"":""299616"",""name"":""第9册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0009/290100173_0009.pdf"",""toc"":[],""index_in_book"":8,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f45""},""id"":""299617"",""name"":""第10册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0010/290100173_0010.pdf"",""toc"":[[null,""有懷堂文稿 卷十七 行狀一""],[null,""有懷堂文稿 卷十八 行狀二""]],""index_in_book"":9,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6f09""},""id"":""299618"",""name"":""第11册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0011/290100173_0011.pdf"",""toc"":[[null,""有懷堂文稿 卷十九 行狀三""],[null,""有懷堂文稿 卷二十 墓表""]],""index_in_book"":10,""of_book_id"":""290100173"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68bf181f6f81b3b6efe""},""id"":""299619"",""name"":""第12册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100173/0012/290100173_0012.pdf"",""toc"":[[null,""有懷堂文稿 卷二十一 祭文""],[null,""有懷堂文稿 卷二十二 雜文""]],""index_in_book"":11,""of_book_id"":""290100173"",""of_collection_name"":""data_892""}]"
615ee68bf181f6f81b3b6fbe,(清)張實居  王士禎批點,http://202.106.125.217/img3/img892/20190822103013/290100145_0001.jpg,290100145,,[],,存六卷  1冊  綫裝,,集部/別集,,清康熙刻本,雲南省圖書館藏,(清)張實居  王士禎批點,蕭亭詩選六卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68cf181f6f81b3b70b0""},""id"":""299480"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100145/0001/290100145_0001.pdf"",""toc"":[[null,""蕭亭詩選 序""],[null,""蕭亭詩選 卷一""],[null,""蕭亭詩選 卷二""],[null,""蕭亭詩選 卷三""],[null,""蕭亭詩選 卷四""],[null,""蕭亭詩選 卷五""]],""index_in_book"":0,""of_book_id"":""290100145"",""of_collection_name"":""data_892""}]"
615ee68bf181f6f81b3b6fdc,(清)李發甲  ,http://202.106.125.217/img3/img892/20190822103013/290100144_0001.jpg,290100144,,[],,存三卷  1冊  綫裝,,集部/別集,,清同治九年重刻本,雲南省圖書館藏,(清)李發甲,李中丞遺集三卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68cf181f6f81b3b70fd""},""id"":""299479"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100144/0001/290100144_0001.pdf"",""toc"":[[null,""李中丞遺集 敘""],[null,""李中丞遺集 目錄""],[null,""李中丞遺集 卷一""],[null,""李中丞遺集 卷二""]],""index_in_book"":0,""of_book_id"":""290100144"",""of_collection_name"":""data_892""}]"
615ee68bf181f6f81b3b6fe6,(明)釋讀徹  清汾輯,http://202.106.125.217/img3/img892/20190822103013/290100114_0001.jpg,290100114,,[],,4冊  綫裝,,集部/別集,又題《南來堂遺稿》  又題《南來堂遺稿》,傳鈔鐵琴銅劍樓鈔本,雲南省圖書館藏,(明)釋讀徹  清汾輯,中峯蒼雪大師集不分卷,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68cf181f6f81b3b70e9""},""id"":""299324"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100114/0001/290100114_0001.pdf"",""toc"":[],""index_in_book"":0,""of_book_id"":""290100114"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68cf181f6f81b3b7163""},""id"":""299325"",""name"":""第2册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100114/0002/290100114_0002.pdf"",""toc"":[],""index_in_book"":1,""of_book_id"":""290100114"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68cf181f6f81b3b70c3""},""id"":""299326"",""name"":""第3册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100114/0003/290100114_0003.pdf"",""toc"":[],""index_in_book"":2,""of_book_id"":""290100114"",""of_collection_name"":""data_892""},{""_id"":{""$oid"":""615ee68cf181f6f81b3b7130""},""id"":""299327"",""name"":""第4册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100114/0004/290100114_0004.pdf"",""toc"":[],""index_in_book"":3,""of_book_id"":""290100114"",""of_collection_name"":""data_892""}]"
615ee68bf181f6f81b3b6ff1,(明)何邦漸  趙惟精評,http://202.106.125.217/img3/img892/20190822103013/290100098_0001.jpg,290100098,,[],,存三卷（四至六）  1冊  綫裝,,集部/別集,,清傳鈔何鳴鳳 何翔鳳校刻本,雲南省圖書館藏,(明)何邦漸  趙惟精評,初知稿,云南图书馆古籍,data_892,"[{""_id"":{""$oid"":""615ee68df181f6f81b3b728d""},""id"":""299252"",""name"":""第1册"",""file_path"":""data18/YNGJ_new/duixiang/YNGJ/290100098/0001/290100098_0001.pdf"",""toc"":[[null,""初知稿 卷四""],[null,""初知稿 卷五""],[null,""初知稿 卷六""],[null,""初知稿 後續""]],""index_in_book"":0,""of_book_id"":""290100098"",""of_collection_name"":""data_892""}]"
